id,travel_date,day_of_week
101,2009-01-01 00:00:00,Thursday
102,2009-01-02 00:00:00,Friday
105,2009-01-05 00:00:00,Monday
106,2009-01-06 00:00:00,Tuesday
107,2009-01-07 00:00:00,Wednesday
108,2009-01-08 00:00:00,Thursday
109,2008-01-09 00:00:00,Friday
112,2009-01-12 00:00:00,Monday
113,2009-01-13 00:00:00,Tuesday
114,2009-01-14 00:00:00,Wednesday
115,2009-01-15 00:00:00,Thursday
116,2009-01-16 00:00:00,Friday
119,2009-01-19 00:00:00,Monday
120,2009-01-20 00:00:00,Tuesday
121,2009-01-21 00:00:00,Wednesday
122,2009-01-22 00:00:00,Thursday
123,2009-01-23 00:00:00,Friday
126,2009-01-26 00:00:00,Monday
127,2009-01-27 00:00:00,Tuesday
128,2009-01-28 00:00:00,Wednesday
129,2009-01-29 00:00:00,Thursday
130,2009-01-30 00:00:00,Friday
133,2009-02-02 00:00:00,Monday
134,2009-02-03 00:00:00,Tuesday
135,2009-02-04 00:00:00,Wednesday
136,2009-02-05 00:00:00,Thursday
137,2009-02-06 00:00:00,Friday
140,2009-02-09 00:00:00,Monday
141,2009-02-10 00:00:00,Tuesday
142,2009-02-11 00:00:00,Wednesday
143,2009-02-12 00:00:00,Thursday
144,2009-02-13 00:00:00,Friday
147,2009-02-16 00:00:00,Monday
148,2009-02-17 00:00:00,Tuesday
149,2009-02-18 00:00:00,Wednesday
150,2009-02-19 00:00:00,Thursday
151,2009-02-20 00:00:00,Friday
154,2009-02-23 00:00:00,Monday
155,2009-02-24 00:00:00,Tuesday
156,2009-02-25 00:00:00,Wednesday
157,2009-02-26 00:00:00,Thursday
158,2009-02-27 00:00:00,Friday
162,2009-03-02 00:00:00,Monday
163,2009-03-03 00:00:00,Tuesday
164,2009-03-04 00:00:00,Wednesday
165,2009-03-05 00:00:00,Thursday
166,2009-03-06 00:00:00,Friday
169,2009-03-09 00:00:00,Monday
170,2009-03-10 00:00:00,Tuesday
171,2009-03-11 00:00:00,Wednesday
172,2009-03-12 00:00:00,Thursday
173,2009-03-13 00:00:00,Friday
176,2009-03-16 00:00:00,Monday
177,2009-03-17 00:00:00,Tuesday
178,2009-03-18 00:00:00,Wednesday
179,2009-03-19 00:00:00,Thursday
180,2009-03-20 00:00:00,Friday
183,2009-03-23 00:00:00,Monday
184,2009-03-24 00:00:00,Tuesday
185,2009-03-25 00:00:00,Wednesday
186,2009-03-26 00:00:00,Thursday
187,2009-03-27 00:00:00,Friday
190,2009-03-30 00:00:00,Monday
191,2009-03-31 00:00:00,Tuesday
192,2009-04-01 00:00:00,Wednesday
193,2009-04-02 00:00:00,Thursday
194,2009-04-03 00:00:00,Friday
197,2009-04-06 00:00:00,Monday
198,2009-04-07 00:00:00,Tuesday
199,2009-04-08 00:00:00,Wednesday
200,2009-04-09 00:00:00,Thursday
201,2009-04-10 00:00:00,Friday
204,2009-04-13 00:00:00,Monday
205,2009-04-14 00:00:00,Tuesday
206,2009-04-15 00:00:00,Wednesday
207,2009-04-16 00:00:00,Thursday
208,2009-04-17 00:00:00,Friday
211,2009-04-20 00:00:00,Monday
212,2009-04-21 00:00:00,Tuesday
213,2009-04-22 00:00:00,Wednesday
214,2009-04-23 00:00:00,Thursday
215,2009-04-24 00:00:00,Friday
218,2009-04-27 00:00:00,Monday
219,2009-04-28 00:00:00,Tuesday
220,2009-04-29 00:00:00,Wednesday
221,2009-04-30 00:00:00,Thursday
222,2009-05-01 00:00:00,Friday
225,2009-05-04 00:00:00,Monday
226,2009-05-05 00:00:00,Tuesday
227,2009-05-06 00:00:00,Wednesday
228,2009-05-07 00:00:00,Thursday
229,2009-05-08 00:00:00,Friday
232,2009-05-11 00:00:00,Monday
233,2009-05-12 00:00:00,Tuesday
234,2009-05-13 00:00:00,Wednesday
235,2009-05-14 00:00:00,Thursday
236,2009-05-15 00:00:00,Friday
239,2009-05-18 00:00:00,Monday
240,2009-05-19 00:00:00,Tuesday
241,2009-05-20 00:00:00,Wednesday
242,2009-05-21 00:00:00,Thursday
243,2009-05-22 00:00:00,Friday
246,2009-05-25 00:00:00,Monday
247,2009-05-26 00:00:00,Tuesday
248,2009-05-27 00:00:00,Wednesday
249,2009-05-28 00:00:00,Thursday
250,2009-05-29 00:00:00,Friday
253,2009-06-01 00:00:00,Monday
254,2009-06-02 00:00:00,Tuesday
255,2009-06-03 00:00:00,Wednesday
256,2009-06-04 00:00:00,Thursday
257,2009-06-05 00:00:00,Friday
260,2009-06-08 00:00:00,Monday
261,2009-06-09 00:00:00,Tuesday
262,2009-06-10 00:00:00,Wednesday
263,2009-06-11 00:00:00,Thursday
264,2009-06-12 00:00:00,Friday
267,2009-06-15 00:00:00,Monday
268,2009-06-16 00:00:00,Tuesday
269,2009-06-17 00:00:00,Wednesday
270,2009-06-18 00:00:00,Thursday
271,2009-06-19 00:00:00,Friday
274,2009-06-22 00:00:00,Monday
275,2009-06-23 00:00:00,Tuesday
276,2009-06-24 00:00:00,Wednesday
277,2009-06-25 00:00:00,Thursday
278,2009-06-26 00:00:00,Friday
281,2009-06-29 00:00:00,Monday
282,2009-06-30 00:00:00,Tuesday
283,2009-07-01 00:00:00,Wednesday
284,2009-07-02 00:00:00,Thursday
285,2009-07-03 00:00:00,Friday
288,2009-07-06 00:00:00,Monday
289,2009-07-07 00:00:00,Tuesday
290,2009-07-08 00:00:00,Wednesday
291,2009-07-09 00:00:00,Thursday
292,2009-07-10 00:00:00,Friday
295,2009-07-13 00:00:00,Monday
296,2009-07-14 00:00:00,Tuesday
297,2009-07-15 00:00:00,Wednesday
298,2009-07-16 00:00:00,Thursday
299,2009-07-17 00:00:00,Friday
302,2009-07-20 00:00:00,Monday
303,2009-07-21 00:00:00,Tuesday
304,2009-07-22 00:00:00,Wednesday
305,2009-07-23 00:00:00,Thursday
306,2009-07-24 00:00:00,Friday
309,2009-07-27 00:00:00,Monday
310,2009-07-28 00:00:00,Tuesday
311,2009-07-29 00:00:00,Wednesday
312,2009-07-30 00:00:00,Thursday
313,2009-07-31 00:00:00,Friday
316,2009-08-03 00:00:00,Monday
317,2009-08-04 00:00:00,Tuesday
318,2009-08-05 00:00:00,Wednesday
319,2009-08-06 00:00:00,Thursday
320,2009-08-07 00:00:00,Friday
323,2009-08-10 00:00:00,Monday
324,2009-08-11 00:00:00,Tuesday
325,2009-08-12 00:00:00,Wednesday
326,2009-08-13 00:00:00,Thursday
327,2009-08-14 00:00:00,Friday
330,2009-08-17 00:00:00,Monday
331,2009-08-18 00:00:00,Tuesday
332,2009-08-19 00:00:00,Wednesday
333,2009-08-20 00:00:00,Thursday
334,2009-08-21 00:00:00,Friday
337,2009-08-24 00:00:00,Monday
338,2009-08-25 00:00:00,Tuesday
339,2009-08-26 00:00:00,Wednesday
340,2009-08-27 00:00:00,Thursday
341,2009-08-28 00:00:00,Friday
344,2009-08-31 00:00:00,Monday
345,2009-09-01 00:00:00,Tuesday
346,2009-09-02 00:00:00,Wednesday
347,2009-09-03 00:00:00,Thursday
348,2009-09-04 00:00:00,Friday
351,2009-09-07 00:00:00,Monday
352,2009-09-08 00:00:00,Tuesday
353,2009-09-09 00:00:00,Wednesday
354,2009-09-10 00:00:00,Thursday
355,2009-09-11 00:00:00,Friday
358,2009-09-14 00:00:00,Monday
359,2009-09-15 00:00:00,Tuesday
360,2009-09-16 00:00:00,Wednesday
361,2009-09-17 00:00:00,Thursday
362,2009-09-18 00:00:00,Friday
365,2009-09-21 00:00:00,Monday
366,2009-09-22 00:00:00,Tuesday
367,2009-09-23 00:00:00,Wednesday
368,2009-09-24 00:00:00,Thursday
369,2009-09-25 00:00:00,Friday
372,2009-09-28 00:00:00,Monday
373,2009-09-29 00:00:00,Tuesday
374,2009-09-30 00:00:00,Wednesday
375,2009-10-01 00:00:00,Thursday
376,2009-10-02 00:00:00,Friday
379,2009-10-05 00:00:00,Monday
380,2009-10-06 00:00:00,Tuesday
381,2009-10-07 00:00:00,Wednesday
382,2009-10-08 00:00:00,Thursday
383,2009-10-09 00:00:00,Friday
386,2009-10-12 00:00:00,Monday
387,2009-10-13 00:00:00,Tuesday
388,2009-10-14 00:00:00,Wednesday
389,2009-10-15 00:00:00,Thursday
390,2009-10-16 00:00:00,Friday
393,2009-10-19 00:00:00,Monday
394,2009-10-20 00:00:00,Tuesday
395,2009-10-21 00:00:00,Wednesday
396,2009-10-22 00:00:00,Thursday
397,2009-10-23 00:00:00,Friday
400,2009-10-26 00:00:00,Monday
401,2009-10-27 00:00:00,Tuesday
402,2009-10-28 00:00:00,Wednesday
403,2009-10-29 00:00:00,Thursday
404,2009-10-30 00:00:00,Friday
407,2009-11-02 00:00:00,Monday
408,2009-11-03 00:00:00,Tuesday
409,2009-11-04 00:00:00,Wednesday
410,2009-11-05 00:00:00,Thursday
411,2009-11-06 00:00:00,Friday
414,2009-11-09 00:00:00,Monday
415,2009-11-10 00:00:00,Tuesday
416,2009-11-11 00:00:00,Wednesday
417,2009-11-12 00:00:00,Thursday
418,2009-11-13 00:00:00,Friday
421,2009-11-16 00:00:00,Monday
422,2009-11-17 00:00:00,Tuesday
423,2009-11-18 00:00:00,Wednesday
424,2009-11-19 00:00:00,Thursday
425,2009-11-20 00:00:00,Friday
428,2009-11-23 00:00:00,Monday
429,2009-11-24 00:00:00,Tuesday
430,2009-11-25 00:00:00,Wednesday
431,2009-11-26 00:00:00,Thursday
432,2009-11-27 00:00:00,Friday
435,2009-11-30 00:00:00,Monday
436,2009-12-01 00:00:00,Tuesday
437,2009-12-02 00:00:00,Wednesday
438,2009-12-03 00:00:00,Thursday
439,2009-12-04 00:00:00,Friday
442,2009-12-07 00:00:00,Monday
443,2009-12-08 00:00:00,Tuesday
444,2009-12-09 00:00:00,Wednesday
445,2009-12-10 00:00:00,Thursday
446,2009-12-11 00:00:00,Friday
449,2009-12-14 00:00:00,Monday
450,2009-12-15 00:00:00,Tuesday
451,2009-12-16 00:00:00,Wednesday
452,2009-12-17 00:00:00,Thursday
453,2009-12-18 00:00:00,Friday
456,2009-12-21 00:00:00,Monday
457,2009-12-22 00:00:00,Tuesday
458,2009-12-23 00:00:00,Wednesday
459,2009-12-24 00:00:00,Thursday
460,2009-12-25 00:00:00,Friday
463,2009-12-28 00:00:00,Monday
464,2009-12-29 00:00:00,Tuesday
465,2009-12-30 00:00:00,Wednesday
466,2009-12-31 00:00:00,Thursday
501,2010-01-01 00:00:00,Friday
502,2010-01-02 00:00:00,Saturday
503,2010-01-03 00:00:00,Sunday
504,2010-01-04 00:00:00,Monday
505,2010-01-05 00:00:00,Tuesday
506,2010-01-06 00:00:00,Wednesday
507,2010-01-07 00:00:00,Thursday
508,2010-01-08 00:00:00,Friday
509,2010-01-09 00:00:00,Saturday
510,2010-01-10 00:00:00,Sunday
511,2010-01-11 00:00:00,Monday
512,2010-01-12 00:00:00,Tuesday
513,2010-01-13 00:00:00,Wednesday
514,2010-01-14 00:00:00,Thursday
515,2010-01-15 00:00:00,Friday
516,2010-01-16 00:00:00,Saturday
517,2010-01-17 00:00:00,Sunday
518,2010-01-18 00:00:00,Monday
519,2010-01-19 00:00:00,Tuesday
520,2010-01-20 00:00:00,Wednesday
521,2010-01-21 00:00:00,Thursday
522,2010-01-22 00:00:00,Friday
523,2010-01-23 00:00:00,Saturday
524,2010-01-24 00:00:00,Sunday
525,2010-01-25 00:00:00,Monday
526,2010-01-26 00:00:00,Tuesday
527,2010-01-27 00:00:00,Wednesday
528,2010-01-28 00:00:00,Thursday
529,2010-01-29 00:00:00,Friday
530,2010-01-30 00:00:00,Saturday
531,2010-01-31 00:00:00,Sunday
532,2010-02-01 00:00:00,Monday
533,2010-02-02 00:00:00,Tuesday
534,2010-02-03 00:00:00,Wednesday
535,2010-02-04 00:00:00,Thursday
536,2010-02-05 00:00:00,Friday
537,2010-02-06 00:00:00,Saturday
538,2010-02-07 00:00:00,Sunday
539,2010-02-08 00:00:00,Monday
540,2010-02-09 00:00:00,Tuesday
541,2010-02-10 00:00:00,Wednesday
542,2010-02-11 00:00:00,Thursday
543,2010-02-12 00:00:00,Friday
544,2010-02-13 00:00:00,Saturday
545,2010-02-14 00:00:00,Sunday
546,2010-02-15 00:00:00,Monday
547,2010-02-16 00:00:00,Tuesday
548,2010-02-17 00:00:00,Wednesday
549,2010-02-18 00:00:00,Thursday
550,2010-02-19 00:00:00,Friday
551,2010-02-20 00:00:00,Saturday
552,2010-02-21 00:00:00,Sunday
553,2010-02-22 00:00:00,Monday
554,2010-02-23 00:00:00,Tuesday
555,2010-02-24 00:00:00,Wednesday
556,2010-02-25 00:00:00,Thursday
557,2010-02-26 00:00:00,Friday
558,2010-02-27 00:00:00,Saturday
559,2010-02-28 00:00:00,Sunday
560,,
561,2010-03-01 00:00:00,Monday
562,2010-03-02 00:00:00,Tuesday
563,2010-03-03 00:00:00,Wednesday
564,2010-03-04 00:00:00,Thursday
565,2010-03-05 00:00:00,Friday
566,2010-03-06 00:00:00,Saturday
567,2010-03-07 00:00:00,Sunday
568,2010-03-08 00:00:00,Monday
569,2010-03-09 00:00:00,Tuesday
570,2010-03-10 00:00:00,Wednesday
571,2010-03-11 00:00:00,Thursday
572,2010-03-12 00:00:00,Friday
573,2010-03-13 00:00:00,Saturday
574,2010-03-14 00:00:00,Sunday
575,2010-03-15 00:00:00,Monday
576,2010-03-16 00:00:00,Tuesday
577,2010-03-17 00:00:00,Wednesday
578,2010-03-18 00:00:00,Thursday
579,2010-03-19 00:00:00,Friday
580,2010-03-20 00:00:00,Saturday
581,2010-03-21 00:00:00,Sunday
582,2010-03-22 00:00:00,Monday
583,2010-03-23 00:00:00,Tuesday
584,2010-03-24 00:00:00,Wednesday
585,2010-03-25 00:00:00,Thursday
586,2010-03-26 00:00:00,Friday
587,2010-03-27 00:00:00,Saturday
588,2010-03-28 00:00:00,Sunday
589,2010-03-29 00:00:00,Monday
590,2010-03-30 00:00:00,Tuesday
591,2010-03-31 00:00:00,Wednesday
592,2010-04-01 00:00:00,Thursday
593,2010-04-02 00:00:00,Friday
594,2010-04-03 00:00:00,Saturday
595,2010-04-04 00:00:00,Sunday
596,2010-04-05 00:00:00,Monday
597,2010-04-06 00:00:00,Tuesday
598,2010-04-07 00:00:00,Wednesday
599,2010-04-08 00:00:00,Thursday
600,2010-04-09 00:00:00,Friday
601,2010-04-10 00:00:00,Saturday
602,2010-04-11 00:00:00,Sunday
603,2010-04-12 00:00:00,Monday
604,2010-04-13 00:00:00,Tuesday
605,2010-04-14 00:00:00,Wednesday
606,2010-04-15 00:00:00,Thursday
607,2010-04-16 00:00:00,Friday
608,2010-04-17 00:00:00,Saturday
609,2010-04-18 00:00:00,Sunday
610,2010-04-19 00:00:00,Monday
611,2010-04-20 00:00:00,Tuesday
612,2010-04-21 00:00:00,Wednesday
613,2010-04-22 00:00:00,Thursday
614,2010-04-23 00:00:00,Friday
615,2010-04-24 00:00:00,Saturday
616,2010-04-25 00:00:00,Sunday
617,2010-04-26 00:00:00,Monday
618,2010-04-27 00:00:00,Tuesday
619,2010-04-28 00:00:00,Wednesday
620,2010-04-29 00:00:00,Thursday
621,2010-04-30 00:00:00,Friday
622,2010-05-01 00:00:00,Saturday
623,2010-05-02 00:00:00,Sunday
624,2010-05-03 00:00:00,Monday
625,2010-05-04 00:00:00,Tuesday
626,2010-05-05 00:00:00,Wednesday
627,2010-05-06 00:00:00,Thursday
628,2010-05-07 00:00:00,Friday
629,2010-05-08 00:00:00,Saturday
630,2010-05-09 00:00:00,Sunday
631,2010-05-10 00:00:00,Monday
632,2010-05-11 00:00:00,Tuesday
633,2010-05-12 00:00:00,Wednesday
634,2010-05-13 00:00:00,Thursday
635,2010-05-14 00:00:00,Friday
636,2010-05-15 00:00:00,Saturday
637,2010-05-16 00:00:00,Sunday
638,2010-05-17 00:00:00,Monday
639,2010-05-18 00:00:00,Tuesday
640,2010-05-19 00:00:00,Wednesday
641,2010-05-20 00:00:00,Thursday
642,2010-05-21 00:00:00,Friday
643,2010-05-22 00:00:00,Saturday
644,2010-05-23 00:00:00,Sunday
645,2010-05-24 00:00:00,Monday
646,2010-05-25 00:00:00,Tuesday
647,2010-05-26 00:00:00,Wednesday
648,2010-05-27 00:00:00,Thursday
649,2010-05-28 00:00:00,Friday
650,2010-05-29 00:00:00,Saturday
651,2010-05-30 00:00:00,Sunday
652,2010-05-31 00:00:00,Monday
653,2010-06-01 00:00:00,Tuesday
654,2010-06-02 00:00:00,Wednesday
655,2010-06-03 00:00:00,Thursday
656,2010-06-04 00:00:00,Friday
657,2010-06-05 00:00:00,Saturday
658,2010-06-06 00:00:00,Sunday
659,2010-06-07 00:00:00,Monday
660,2010-06-08 00:00:00,Tuesday
661,2010-06-09 00:00:00,Wednesday
